🚀 正在初始化系统...
🔍 正在加载 Contriever 检索器...
📚 正在加载文档库...
📂 正在加载文件: /home/featurize/work/embeddings_1m/passages_00
📚 文档库加载完成，共 1000000 篇文档。
✅ 系统初始化完成
📂 正在加载数据集: professional_law 从 /home/featurize/work/mmlu_subset/professional_law.csv
✅ professional_law 加载完成，共 400 道题目
📂 正在加载数据集: moral_scenarios 从 /home/featurize/work/mmlu_subset/moral_scenarios.csv
✅ moral_scenarios 加载完成，共 400 道题目
📂 正在加载数据集: psychology 从 /home/featurize/work/mmlu_subset/psychology.csv
✅ psychology 加载完成，共 400 道题目
📂 正在加载数据集: mathematics 从 /home/featurize/work/mmlu_subset/mathematics.csv
✅ mathematics 加载完成，共 400 道题目

==================== 正在评测数据集: professional_law ====================
✅ 选取了 400 道题目 (数据集共 400 道)
题号: professional_law_0, 正确: True, 检索: 3.6497s, Rerank: 0.1972s, 生成: 2.6721s, 首字: 6.5895s, Rerank占比(总): 2.99%, Rerank占比(检): 5.13%
题号: mathematics_126, 正确: False, 检索: 4.5806s, Rerank: 0.0864s, 生成: 2.5177s, 首字: 7.2546s, Rerank占比(总): 1.19%, Rerank占比(检): 1.85%
题号: mathematics_127, 正确: False, 检索: 4.6135s, Rerank: 0.0872s, 生成: 2.5146s, 首字: 7.2883s, Rerank占比(总): 1.20%, Rerank占比(检): 1.85%
题号: mathematics_128, 正确: False, 检索: 4.5899s, Rerank: 0.0865s, 生成: 2.5139s, 首字: 7.2625s, Rerank占比(总): 1.19%, Rerank占比(检): 1.85%
题号: mathematics_129, 正确: True, 检索: 4.6291s, Rerank: 0.0866s, 生成: 2.5158s, 首字: 7.3027s, Rerank占比(总): 1.19%, Rerank占比(检): 1.84%
题号: mathematics_130, 正确: False, 检索: 4.5946s, Rerank: 0.0865s, 生成: 2.5125s, 首字: 7.2670s, Rerank占比(总): 1.19%, Rerank占比(检): 1.85%
题号: mathematics_131, 正确: False, 检索: 4.5529s, Rerank: 0.0866s, 生成: 2.5148s, 首字: 7.2276s, Rerank占比(总): 1.20%, Rerank占比(检): 1.87%
题号: mathematics_132, 正确: True, 检索: 4.5584s, Rerank: 0.0861s, 生成: 2.5138s, 首字: 7.2307s, Rerank占比(总): 1.19%, Rerank占比(检): 1.85%
题号: mathematics_133, 正确: False, 检索: 4.6109s, Rerank: 0.0863s, 生成: 2.5129s, 首字: 7.2829s, Rerank占比(总): 1.18%, Rerank占比(检): 1.84%
题号: mathematics_134, 正确: False, 检索: 4.5437s, Rerank: 0.0865s, 生成: 2.5116s, 首字: 7.2137s, Rerank占比(总): 1.20%, Rerank占比(检): 1.87%
题号: mathematics_135, 正确: True, 检索: 4.5542s, Rerank: 0.0863s, 生成: 2.5174s, 首字: 7.2297s, Rerank占比(总): 1.19%, Rerank占比(检): 1.86%
题号: mathematics_136, 正确: True, 检索: 4.5797s, Rerank: 0.0861s, 生成: 2.5130s, 首字: 7.2547s, Rerank占比(总): 1.19%, Rerank占比(检): 1.84%
题号: mathematics_137, 正确: False, 检索: 4.6161s, Rerank: 0.0869s, 生成: 2.5162s, 首字: 7.2900s, Rerank占比(总): 1.19%, Rerank占比(检): 1.85%
题号: mathematics_138, 正确: False, 检索: 4.5721s, Rerank: 0.0869s, 生成: 2.4884s, 首字: 7.2223s, Rerank占比(总): 1.20%, Rerank占比(检): 1.86%
题号: mathematics_139, 正确: False, 检索: 3.5163s, Rerank: 0.0836s, 生成: 2.4299s, 首字: 6.0984s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_140, 正确: False, 检索: 3.5196s, Rerank: 0.0836s, 生成: 2.4362s, 首字: 6.1101s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_141, 正确: False, 检索: 3.5352s, Rerank: 0.0834s, 生成: 2.4498s, 首字: 6.1372s, Rerank占比(总): 1.36%, Rerank占比(检): 2.31%
题号: mathematics_142, 正确: False, 检索: 3.5269s, Rerank: 0.0829s, 生成: 2.4264s, 首字: 6.1086s, Rerank占比(总): 1.36%, Rerank占比(检): 2.30%
题号: mathematics_143, 正确: False, 检索: 3.4920s, Rerank: 0.0837s, 生成: 2.4315s, 首字: 6.0753s, Rerank占比(总): 1.38%, Rerank占比(检): 2.34%
题号: mathematics_144, 正确: False, 检索: 3.4895s, Rerank: 0.0829s, 生成: 2.4257s, 首字: 6.0675s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_145, 正确: False, 检索: 3.4946s, Rerank: 0.0832s, 生成: 2.4257s, 首字: 6.0715s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_146, 正确: False, 检索: 3.4921s, Rerank: 0.0833s, 生成: 2.4369s, 首字: 6.0820s, Rerank占比(总): 1.37%, Rerank占比(检): 2.33%
题号: mathematics_147, 正确: False, 检索: 3.5017s, Rerank: 0.0833s, 生成: 2.4255s, 首字: 6.0796s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_148, 正确: False, 检索: 3.4902s, Rerank: 0.0834s, 生成: 2.4265s, 首字: 6.0685s, Rerank占比(总): 1.37%, Rerank占比(检): 2.33%
题号: mathematics_149, 正确: False, 检索: 3.5062s, Rerank: 0.0838s, 生成: 2.5393s, 首字: 6.1992s, Rerank占比(总): 1.35%, Rerank占比(检): 2.33%
题号: mathematics_150, 正确: False, 检索: 3.5519s, Rerank: 0.0890s, 生成: 2.4485s, 首字: 6.1596s, Rerank占比(总): 1.45%, Rerank占比(检): 2.45%
题号: mathematics_151, 正确: True, 检索: 3.5042s, Rerank: 0.0830s, 生成: 2.4209s, 首字: 6.0763s, Rerank占比(总): 1.37%, Rerank占比(检): 2.31%
题号: mathematics_152, 正确: False, 检索: 3.4997s, Rerank: 0.0831s, 生成: 2.4522s, 首字: 6.1042s, Rerank占比(总): 1.36%, Rerank占比(检): 2.32%
题号: mathematics_153, 正确: True, 检索: 3.5265s, Rerank: 0.0836s, 生成: 2.4205s, 首字: 6.0998s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_154, 正确: True, 检索: 3.5003s, Rerank: 0.0834s, 生成: 2.4249s, 首字: 6.0787s, Rerank占比(总): 1.37%, Rerank占比(检): 2.33%
题号: mathematics_155, 正确: True, 检索: 3.5027s, Rerank: 0.0835s, 生成: 2.4236s, 首字: 6.0784s, Rerank占比(总): 1.37%, Rerank占比(检): 2.33%
题号: mathematics_156, 正确: False, 检索: 3.4951s, Rerank: 0.0838s, 生成: 2.4204s, 首字: 6.0692s, Rerank占比(总): 1.38%, Rerank占比(检): 2.34%
题号: mathematics_157, 正确: True, 检索: 3.5013s, Rerank: 0.0837s, 生成: 2.4260s, 首字: 6.0796s, Rerank占比(总): 1.38%, Rerank占比(检): 2.34%
题号: mathematics_158, 正确: True, 检索: 3.5012s, Rerank: 0.0834s, 生成: 2.4223s, 首字: 6.0767s, Rerank占比(总): 1.37%, Rerank占比(检): 2.33%
题号: mathematics_159, 正确: False, 检索: 3.5187s, Rerank: 0.0843s, 生成: 2.4909s, 首字: 6.1626s, Rerank占比(总): 1.37%, Rerank占比(检): 2.34%
题号: mathematics_160, 正确: False, 检索: 3.5307s, Rerank: 0.0859s, 生成: 2.4694s, 首字: 6.1572s, Rerank占比(总): 1.40%, Rerank占比(检): 2.38%
题号: mathematics_161, 正确: False, 检索: 3.5285s, Rerank: 0.0867s, 生成: 2.4898s, 首字: 6.1744s, Rerank占比(总): 1.40%, Rerank占比(检): 2.40%
题号: mathematics_162, 正确: True, 检索: 3.5327s, Rerank: 0.0866s, 生成: 2.5057s, 首字: 6.1927s, Rerank占比(总): 1.40%, Rerank占比(检): 2.39%
题号: mathematics_163, 正确: True, 检索: 3.5354s, Rerank: 0.0865s, 生成: 2.4353s, 首字: 6.1267s, Rerank占比(总): 1.41%, Rerank占比(检): 2.39%
题号: mathematics_164, 正确: False, 检索: 3.5075s, Rerank: 0.0844s, 生成: 2.4243s, 首字: 6.0842s, Rerank占比(总): 1.39%, Rerank占比(检): 2.35%
题号: mathematics_165, 正确: False, 检索: 3.5060s, Rerank: 0.0833s, 生成: 2.4301s, 首字: 6.0889s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_166, 正确: False, 检索: 3.5011s, Rerank: 0.0839s, 生成: 2.4312s, 首字: 6.0846s, Rerank占比(总): 1.38%, Rerank占比(检): 2.34%
题号: mathematics_167, 正确: False, 检索: 3.5059s, Rerank: 0.0839s, 生成: 2.4262s, 首字: 6.0846s, Rerank占比(总): 1.38%, Rerank占比(检): 2.34%
题号: mathematics_168, 正确: True, 检索: 3.5330s, Rerank: 0.0845s, 生成: 2.4511s, 首字: 6.1382s, Rerank占比(总): 1.38%, Rerank占比(检): 2.34%
题号: mathematics_169, 正确: False, 检索: 3.5038s, Rerank: 0.0837s, 生成: 2.4259s, 首字: 6.0832s, Rerank占比(总): 1.38%, Rerank占比(检): 2.33%
题号: mathematics_170, 正确: True, 检索: 3.5011s, Rerank: 0.0832s, 生成: 2.4303s, 首字: 6.0841s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_171, 正确: False, 检索: 3.5060s, Rerank: 0.0836s, 生成: 2.4232s, 首字: 6.0832s, Rerank占比(总): 1.37%, Rerank占比(检): 2.33%
题号: mathematics_172, 正确: False, 检索: 3.5148s, Rerank: 0.0832s, 生成: 2.4209s, 首字: 6.0887s, Rerank占比(总): 1.37%, Rerank占比(检): 2.31%
题号: mathematics_173, 正确: False, 检索: 3.5124s, Rerank: 0.0835s, 生成: 2.4202s, 首字: 6.0884s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_174, 正确: False, 检索: 3.5124s, Rerank: 0.0839s, 生成: 2.4243s, 首字: 6.0904s, Rerank占比(总): 1.38%, Rerank占比(检): 2.33%
题号: mathematics_175, 正确: False, 检索: 3.5121s, Rerank: 0.0876s, 生成: 2.4350s, 首字: 6.1043s, Rerank占比(总): 1.44%, Rerank占比(检): 2.43%
题号: mathematics_176, 正确: True, 检索: 3.5246s, Rerank: 0.0837s, 生成: 2.4342s, 首字: 6.1121s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_177, 正确: False, 检索: 3.5129s, Rerank: 0.0828s, 生成: 2.4148s, 首字: 6.0805s, Rerank占比(总): 1.36%, Rerank占比(检): 2.30%
题号: mathematics_178, 正确: False, 检索: 3.4969s, Rerank: 0.0831s, 生成: 2.4169s, 首字: 6.0657s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_179, 正确: True, 检索: 3.5007s, Rerank: 0.0830s, 生成: 2.4146s, 首字: 6.0674s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_180, 正确: False, 检索: 3.4954s, Rerank: 0.0830s, 生成: 2.4149s, 首字: 6.0623s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_181, 正确: True, 检索: 3.5004s, Rerank: 0.0833s, 生成: 2.4183s, 首字: 6.0707s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_182, 正确: False, 检索: 3.4976s, Rerank: 0.0830s, 生成: 2.4187s, 首字: 6.0679s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_183, 正确: False, 检索: 3.4981s, Rerank: 0.0829s, 生成: 2.4175s, 首字: 6.0677s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_184, 正确: True, 检索: 3.4828s, Rerank: 0.0833s, 生成: 2.4180s, 首字: 6.0532s, Rerank占比(总): 1.38%, Rerank占比(检): 2.33%
题号: mathematics_185, 正确: False, 检索: 3.4930s, Rerank: 0.0828s, 生成: 2.4167s, 首字: 6.0619s, Rerank占比(总): 1.37%, Rerank占比(检): 2.31%
题号: mathematics_186, 正确: True, 检索: 3.4899s, Rerank: 0.0830s, 生成: 2.4210s, 首字: 6.0624s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_187, 正确: False, 检索: 3.4959s, Rerank: 0.0828s, 生成: 2.4149s, 首字: 6.0616s, Rerank占比(总): 1.37%, Rerank占比(检): 2.31%
题号: mathematics_188, 正确: True, 检索: 3.4838s, Rerank: 0.0835s, 生成: 2.4165s, 首字: 6.0533s, Rerank占比(总): 1.38%, Rerank占比(检): 2.34%
题号: mathematics_189, 正确: False, 检索: 3.4895s, Rerank: 0.0834s, 生成: 2.4127s, 首字: 6.0554s, Rerank占比(总): 1.38%, Rerank占比(检): 2.33%
题号: mathematics_190, 正确: False, 检索: 3.4875s, Rerank: 0.0830s, 生成: 2.4156s, 首字: 6.0551s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_191, 正确: False, 检索: 3.4864s, Rerank: 0.0833s, 生成: 2.4165s, 首字: 6.0565s, Rerank占比(总): 1.38%, Rerank占比(检): 2.33%
题号: mathematics_192, 正确: False, 检索: 3.4863s, Rerank: 0.0830s, 生成: 2.4174s, 首字: 6.0557s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_193, 正确: True, 检索: 3.4998s, Rerank: 0.0837s, 生成: 2.4164s, 首字: 6.0835s, Rerank占比(总): 1.38%, Rerank占比(检): 2.34%
题号: mathematics_194, 正确: True, 检索: 3.4877s, Rerank: 0.0831s, 生成: 2.4166s, 首字: 6.0560s, Rerank占比(总): 1.37%, Rerank占比(检): 2.33%
题号: mathematics_195, 正确: False, 检索: 3.4916s, Rerank: 0.0828s, 生成: 2.4177s, 首字: 6.0612s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_196, 正确: False, 检索: 3.4940s, Rerank: 0.0828s, 生成: 2.4187s, 首字: 6.0653s, Rerank占比(总): 1.37%, Rerank占比(检): 2.31%
题号: mathematics_197, 正确: True, 检索: 3.4935s, Rerank: 0.0828s, 生成: 2.4190s, 首字: 6.0647s, Rerank占比(总): 1.36%, Rerank占比(检): 2.31%
题号: mathematics_198, 正确: True, 检索: 3.4913s, Rerank: 0.0834s, 生成: 2.4197s, 首字: 6.0630s, Rerank占比(总): 1.38%, Rerank占比(检): 2.33%
题号: mathematics_199, 正确: True, 检索: 3.4946s, Rerank: 0.0832s, 生成: 2.4164s, 首字: 6.0646s, Rerank占比(总): 1.37%, Rerank占比(检): 2.33%
题号: mathematics_200, 正确: False, 检索: 3.4865s, Rerank: 0.0832s, 生成: 2.4158s, 首字: 6.0543s, Rerank占比(总): 1.37%, Rerank占比(检): 2.33%
题号: mathematics_201, 正确: False, 检索: 3.4894s, Rerank: 0.0834s, 生成: 2.4188s, 首字: 6.0614s, Rerank占比(总): 1.38%, Rerank占比(检): 2.33%
题号: mathematics_202, 正确: True, 检索: 3.4860s, Rerank: 0.0835s, 生成: 2.4184s, 首字: 6.0570s, Rerank占比(总): 1.38%, Rerank占比(检): 2.34%
题号: mathematics_203, 正确: False, 检索: 3.4914s, Rerank: 0.0851s, 生成: 2.4348s, 首字: 6.0807s, Rerank占比(总): 1.40%, Rerank占比(检): 2.38%
题号: mathematics_204, 正确: True, 检索: 3.5007s, Rerank: 0.0832s, 生成: 2.4253s, 首字: 6.0783s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_205, 正确: False, 检索: 3.5097s, Rerank: 0.0835s, 生成: 2.4304s, 首字: 6.0919s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_206, 正确: False, 检索: 3.4906s, Rerank: 0.0836s, 生成: 2.4289s, 首字: 6.0725s, Rerank占比(总): 1.38%, Rerank占比(检): 2.34%
题号: mathematics_207, 正确: True, 检索: 3.5001s, Rerank: 0.0839s, 生成: 2.4305s, 首字: 6.0833s, Rerank占比(总): 1.38%, Rerank占比(检): 2.34%
题号: mathematics_208, 正确: False, 检索: 3.4932s, Rerank: 0.0837s, 生成: 2.4700s, 首字: 6.1183s, Rerank占比(总): 1.37%, Rerank占比(检): 2.34%
题号: mathematics_209, 正确: False, 检索: 4.5192s, Rerank: 0.0858s, 生成: 2.4819s, 首字: 7.1580s, Rerank占比(总): 1.20%, Rerank占比(检): 1.86%
题号: mathematics_210, 正确: True, 检索: 3.5056s, Rerank: 0.0837s, 生成: 2.4264s, 首字: 6.0853s, Rerank占比(总): 1.38%, Rerank占比(检): 2.33%
题号: mathematics_211, 正确: False, 检索: 3.5026s, Rerank: 0.0830s, 生成: 2.4233s, 首字: 6.0772s, Rerank占比(总): 1.37%, Rerank占比(检): 2.31%
题号: mathematics_212, 正确: False, 检索: 3.4995s, Rerank: 0.0837s, 生成: 2.4241s, 首字: 6.0761s, Rerank占比(总): 1.38%, Rerank占比(检): 2.34%
题号: mathematics_213, 正确: True, 检索: 3.5020s, Rerank: 0.0833s, 生成: 2.4278s, 首字: 6.0823s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_214, 正确: True, 检索: 3.4965s, Rerank: 0.0849s, 生成: 2.4610s, 首字: 6.1114s, Rerank占比(总): 1.39%, Rerank占比(检): 2.37%
题号: mathematics_215, 正确: False, 检索: 3.5251s, Rerank: 0.0875s, 生成: 2.4291s, 首字: 6.1105s, Rerank占比(总): 1.43%, Rerank占比(检): 2.42%
题号: mathematics_216, 正确: False, 检索: 3.4879s, Rerank: 0.0834s, 生成: 2.4325s, 首字: 6.0746s, Rerank占比(总): 1.37%, Rerank占比(检): 2.34%
题号: mathematics_217, 正确: False, 检索: 3.5386s, Rerank: 0.0837s, 生成: 2.4334s, 首字: 6.1246s, Rerank占比(总): 1.37%, Rerank占比(检): 2.31%
题号: mathematics_218, 正确: False, 检索: 3.5464s, Rerank: 0.0834s, 生成: 2.4249s, 首字: 6.1234s, Rerank占比(总): 1.36%, Rerank占比(检): 2.30%
题号: mathematics_219, 正确: False, 检索: 3.5180s, Rerank: 0.0834s, 生成: 2.4245s, 首字: 6.0963s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_220, 正确: False, 检索: 3.5079s, Rerank: 0.0835s, 生成: 2.4453s, 首字: 6.1058s, Rerank占比(总): 1.37%, Rerank占比(检): 2.33%
题号: mathematics_221, 正确: False, 检索: 3.5388s, Rerank: 0.0842s, 生成: 2.4631s, 首字: 6.1570s, Rerank占比(总): 1.37%, Rerank占比(检): 2.33%
题号: mathematics_222, 正确: True, 检索: 3.5472s, Rerank: 0.0916s, 生成: 2.5922s, 首字: 6.3001s, Rerank占比(总): 1.45%, Rerank占比(检): 2.52%
题号: mathematics_223, 正确: False, 检索: 3.5461s, Rerank: 0.0836s, 生成: 2.4302s, 首字: 6.1292s, Rerank占比(总): 1.36%, Rerank占比(检): 2.30%
题号: mathematics_224, 正确: False, 检索: 3.4886s, Rerank: 0.0837s, 生成: 2.4280s, 首字: 6.0713s, Rerank占比(总): 1.38%, Rerank占比(检): 2.34%
题号: mathematics_225, 正确: False, 检索: 3.4958s, Rerank: 0.0834s, 生成: 2.4214s, 首字: 6.0708s, Rerank占比(总): 1.37%, Rerank占比(检): 2.33%
题号: mathematics_226, 正确: False, 检索: 3.4864s, Rerank: 0.0834s, 生成: 2.4249s, 首字: 6.0632s, Rerank占比(总): 1.38%, Rerank占比(检): 2.34%
题号: mathematics_227, 正确: False, 检索: 3.4888s, Rerank: 0.0830s, 生成: 2.4324s, 首字: 6.0729s, Rerank占比(总): 1.37%, Rerank占比(检): 2.33%
题号: mathematics_228, 正确: True, 检索: 3.5058s, Rerank: 0.0834s, 生成: 2.4298s, 首字: 6.0873s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_229, 正确: False, 检索: 3.4919s, Rerank: 0.0836s, 生成: 2.4287s, 首字: 6.0733s, Rerank占比(总): 1.38%, Rerank占比(检): 2.34%
题号: mathematics_230, 正确: False, 检索: 3.4954s, Rerank: 0.0833s, 生成: 2.4244s, 首字: 6.0729s, Rerank占比(总): 1.37%, Rerank占比(检): 2.33%
题号: mathematics_231, 正确: True, 检索: 3.5017s, Rerank: 0.0835s, 生成: 2.4271s, 首字: 6.0812s, Rerank占比(总): 1.37%, Rerank占比(检): 2.33%
题号: mathematics_232, 正确: False, 检索: 3.4956s, Rerank: 0.0845s, 生成: 2.4250s, 首字: 6.0736s, Rerank占比(总): 1.39%, Rerank占比(检): 2.36%
题号: mathematics_233, 正确: False, 检索: 3.5053s, Rerank: 0.0833s, 生成: 2.4205s, 首字: 6.0784s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_234, 正确: False, 检索: 3.4928s, Rerank: 0.0831s, 生成: 2.4233s, 首字: 6.0683s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_235, 正确: True, 检索: 3.5010s, Rerank: 0.0830s, 生成: 2.4269s, 首字: 6.0807s, Rerank占比(总): 1.36%, Rerank占比(检): 2.32%
题号: mathematics_236, 正确: False, 检索: 3.4968s, Rerank: 0.0832s, 生成: 2.4238s, 首字: 6.0737s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_237, 正确: True, 检索: 3.4984s, Rerank: 0.0830s, 生成: 2.4256s, 首字: 6.0754s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_238, 正确: False, 检索: 3.5054s, Rerank: 0.0833s, 生成: 2.4268s, 首字: 6.0840s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_239, 正确: False, 检索: 3.5151s, Rerank: 0.0835s, 生成: 2.4255s, 首字: 6.0940s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_240, 正确: False, 检索: 3.5060s, Rerank: 0.0833s, 生成: 2.4283s, 首字: 6.0862s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_241, 正确: False, 检索: 3.5066s, Rerank: 0.0834s, 生成: 2.4516s, 首字: 6.1114s, Rerank占比(总): 1.36%, Rerank占比(检): 2.32%
题号: mathematics_242, 正确: False, 检索: 3.4916s, Rerank: 0.0834s, 生成: 2.4276s, 首字: 6.0703s, Rerank占比(总): 1.37%, Rerank占比(检): 2.33%
题号: mathematics_243, 正确: True, 检索: 3.5075s, Rerank: 0.0838s, 生成: 2.4369s, 首字: 6.0976s, Rerank占比(总): 1.37%, Rerank占比(检): 2.33%
题号: mathematics_244, 正确: True, 检索: 3.5238s, Rerank: 0.0870s, 生成: 2.4719s, 首字: 6.1515s, Rerank占比(总): 1.41%, Rerank占比(检): 2.41%
题号: mathematics_245, 正确: False, 检索: 3.5183s, Rerank: 0.0835s, 生成: 2.4240s, 首字: 6.0949s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_246, 正确: False, 检索: 3.5055s, Rerank: 0.0835s, 生成: 2.4214s, 首字: 6.0799s, Rerank占比(总): 1.37%, Rerank占比(检): 2.33%
题号: mathematics_247, 正确: False, 检索: 3.5227s, Rerank: 0.0832s, 生成: 2.4272s, 首字: 6.1026s, Rerank占比(总): 1.36%, Rerank占比(检): 2.31%
题号: mathematics_248, 正确: False, 检索: 3.5104s, Rerank: 0.0838s, 生成: 2.4321s, 首字: 6.0954s, Rerank占比(总): 1.37%, Rerank占比(检): 2.33%
题号: mathematics_249, 正确: True, 检索: 3.5201s, Rerank: 0.0843s, 生成: 2.4511s, 首字: 6.1278s, Rerank占比(总): 1.38%, Rerank占比(检): 2.34%
题号: mathematics_250, 正确: False, 检索: 3.4876s, Rerank: 0.0833s, 生成: 2.4370s, 首字: 6.0779s, Rerank占比(总): 1.37%, Rerank占比(检): 2.33%
题号: mathematics_251, 正确: False, 检索: 3.5039s, Rerank: 0.0839s, 生成: 2.4790s, 首字: 6.1354s, Rerank占比(总): 1.37%, Rerank占比(检): 2.34%
题号: mathematics_252, 正确: True, 检索: 3.5424s, Rerank: 0.0870s, 生成: 2.4508s, 首字: 6.1491s, Rerank占比(总): 1.42%, Rerank占比(检): 2.40%
题号: mathematics_253, 正确: False, 检索: 3.4989s, Rerank: 0.0836s, 生成: 2.4277s, 首字: 6.0786s, Rerank占比(总): 1.37%, Rerank占比(检): 2.33%
题号: mathematics_254, 正确: False, 检索: 3.4945s, Rerank: 0.0836s, 生成: 2.4310s, 首字: 6.0773s, Rerank占比(总): 1.38%, Rerank占比(检): 2.34%
题号: mathematics_255, 正确: False, 检索: 3.4974s, Rerank: 0.0840s, 生成: 2.4236s, 首字: 6.0752s, Rerank占比(总): 1.38%, Rerank占比(检): 2.34%
题号: mathematics_256, 正确: False, 检索: 3.4915s, Rerank: 0.0833s, 生成: 2.4244s, 首字: 6.0687s, Rerank占比(总): 1.37%, Rerank占比(检): 2.33%
题号: mathematics_257, 正确: False, 检索: 3.5036s, Rerank: 0.0834s, 生成: 2.4271s, 首字: 6.0836s, Rerank占比(总): 1.37%, Rerank占比(检): 2.33%
题号: mathematics_258, 正确: True, 检索: 3.5105s, Rerank: 0.0829s, 生成: 2.4264s, 首字: 6.0877s, Rerank占比(总): 1.36%, Rerank占比(检): 2.31%
题号: mathematics_259, 正确: False, 检索: 3.5071s, Rerank: 0.0832s, 生成: 2.4248s, 首字: 6.0835s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_260, 正确: True, 检索: 3.5012s, Rerank: 0.0833s, 生成: 2.4260s, 首字: 6.0797s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: mathematics_261, 正确: False, 检索: 3.5102s, Rerank: 0.0833s, 生成: 2.4876s, 首字: 6.1511s, Rerank占比(总): 1.35%, Rerank占比(检): 2.32%
题号: mathematics_262, 正确: False, 检索: 3.5269s, Rerank: 0.0833s, 生成: 2.4183s, 首字: 6.0972s, Rerank占比(总): 1.37%, Rerank占比(检): 2.31%
